,mass A,
46.663,-94.14,
46.680,-94.01,
46.697,-93.84,
46.713,-93.65,
46.730,-93.44,
46.747,-93.19,
46.763,-92.95,
46.780,-92.67,
46.797,-92.40,
46.813,-92.08,
46.830,-91.78,
46.847,-91.44,
46.863,-91.13,
46.880,-90.78,
46.897,-90.44,
46.914,-90.07,
46.930,-89.76,
46.947,-89.43,
46.964,-89.10,
46.980,-88.82,
46.997,-88.55,
47.014,-88.28,
47.030,-88.04,
47.047,-87.80,
47.064,-87.60,
47.080,-87.42,
47.097,-87.28,
47.114,-87.14,
47.130,-87.05,
47.147,-86.98,
47.164,-86.96,
47.180,-86.95,
47.197,-86.96,
47.214,-86.97,
47.231,-87.01,
47.247,-87.15,
47.264,-87.27,
47.281,-87.46,
47.297,-87.65,
47.314,-87.87,
47.331,-88.08,
47.347,-88.36,
47.364,-88.64,
47.381,-88.93,
47.397,-89.24,
47.414,-89.57,
47.431,-89.92,
47.447,-90.22,
47.464,-90.57,
47.481,-90.89,
47.497,-91.24,
47.514,-91.56,
47.531,-91.90,
47.548,-92.16,
47.564,-92.48,
47.581,-92.76,
47.598,-93.04,
47.614,-93.28,
47.631,-93.48,
47.648,-93.70,
47.664,-93.83,
47.681,-93.97,
47.698,-94.10,
47.714,-94.18,
47.731,-94.24,
47.748,-94.27,
47.764,-94.26,
47.781,-94.23,
47.798,-94.21,
47.814,-94.12,
47.831,-94.04,
47.848,-93.88,
47.864,-93.72,
47.881,-93.53,
47.898,-93.28,
47.915,-93.08,
47.931,-92.83,
47.948,-92.59,
47.965,-92.26,
47.981,-92.01,
47.998,-91.69,
48.015,-91.37,
48.031,-91.07,
48.048,-90.74,
48.065,-90.42,
48.081,-90.11,
48.098,-89.82,
48.115,-89.50,
48.131,-89.18,
48.148,-88.91,
48.165,-88.63,
48.181,-88.37,
48.198,-88.14,
48.215,-87.92,
48.232,-87.72,
48.248,-87.59,
48.265,-87.41,
48.282,-87.27,
48.298,-87.18,
48.315,-87.15,
48.332,-87.08,
48.348,-87.08,
48.365,-87.08,
48.382,-87.12,
48.398,-87.16,
48.415,-87.31,
48.432,-87.43,
48.448,-87.59,
48.465,-87.80,
48.482,-87.97,
48.498,-88.20,
48.515,-88.46,
48.532,-88.75,
48.549,-89.02,
48.565,-89.30,
48.582,-89.61,
48.599,-89.94,
48.615,-90.25,
48.632,-90.56,
48.649,-90.87,
48.665,-91.22,
48.682,-91.52,
48.699,-91.83,
48.715,-92.14,
48.732,-92.42,
48.749,-92.69,
48.765,-92.96,
48.782,-93.18,
48.799,-93.38,
48.815,-93.54,
48.832,-93.69,
48.849,-93.82,
48.865,-93.93,
48.882,-94.04,
48.899,-94.10,
48.916,-94.11,
48.932,-94.13,
48.949,-94.15,
48.966,-94.09,
48.982,-94.04,
48.999,-93.92,
49.016,-93.80,
49.032,-93.65,
49.049,-93.48,
49.066,-93.26,
49.082,-93.02,
49.099,-92.81,
49.116,-92.54,
49.132,-92.28,
49.149,-92.01,
49.166,-91.73,
49.182,-91.42,
49.199,-91.12,
49.216,-90.80,
49.233,-90.48,
49.249,-90.17,
49.266,-89.84,
49.283,-89.55,
49.299,-89.27,
49.316,-88.98,
49.333,-88.71,
49.349,-88.46,
49.366,-88.23,
49.383,-88.00,
49.399,-87.80,
49.416,-87.63,
49.433,-87.45,
49.449,-87.35,
49.466,-87.27,
49.483,-87.21,
49.499,-87.21,
49.516,-87.19,
49.533,-87.21,
49.550,-87.23,
49.566,-87.33,
49.583,-87.41,
49.600,-87.56,
49.616,-87.74,
49.633,-87.92,
49.650,-88.12,
49.666,-88.34,
49.683,-88.59,
49.700,-88.82,
49.716,-89.11,
49.733,-89.38,
49.750,-89.66,
49.766,-89.98,
49.783,-90.30,
49.800,-90.60,
49.816,-90.91,
49.833,-91.24,
49.850,-91.53,
49.866,-91.84,
49.883,-92.11,
49.900,-92.36,
49.917,-92.63,
49.933,-92.87,
49.950,-93.07,
49.967,-93.30,
49.983,-93.48,
50.000,-93.66,
50.017,-93.81,
50.033,-93.92,
50.050,-93.99,
50.067,-94.04,
50.083,-94.06,
50.100,-94.05,
50.117,-94.05,
50.133,-94.02,
50.150,-93.95,
50.167,-93.87,
50.183,-93.71,
50.200,-93.57,
50.217,-93.40,
50.234,-93.22,
50.250,-93.00,
50.267,-92.79,
50.284,-92.52,
50.300,-92.26,
50.317,-91.98,
50.334,-91.69,
50.350,-91.36,
50.367,-91.07,
50.384,-90.77,
50.400,-90.49,
50.417,-90.17,
50.434,-89.84,
50.450,-89.57,
50.467,-89.31,
50.484,-89.00,
50.500,-88.78,
50.517,-88.53,
50.534,-88.29,
50.551,-88.08,
50.567,-87.93,
50.584,-87.76,
50.601,-87.60,
50.617,-87.50,
50.634,-87.39,
50.651,-87.35,
50.667,-87.32,
50.684,-87.30,
50.701,-87.31,
50.717,-87.32,
50.734,-87.36,
50.751,-87.51,
50.767,-87.61,
50.784,-87.74,
50.801,-87.94,
50.817,-88.13,
50.834,-88.37,
50.851,-88.59,
50.867,-88.83,
50.884,-89.14,
50.901,-89.36,
50.918,-89.69,
50.934,-89.96,
50.951,-90.28,
50.968,-90.57,
50.984,-90.89,
51.001,-91.17,
51.018,-91.48,
51.034,-91.76,
51.051,-92.03,
51.068,-92.29,
51.084,-92.56,
51.101,-92.78,
51.118,-92.99,
51.134,-93.18,
51.151,-93.34,
51.168,-93.50,
51.184,-93.64,
51.201,-93.74,
51.218,-93.81,
51.235,-93.88,
51.251,-93.90,
51.268,-93.90,
51.285,-93.89,
51.301,-93.85,
51.318,-93.79,
51.335,-93.70,
51.351,-93.60,
51.368,-93.40,
51.385,-93.27,
51.401,-93.12,
51.418,-92.90,
51.435,-92.68,
51.451,-92.45,
51.468,-92.18,
51.485,-91.90,
51.501,-91.61,
51.518,-91.34,
51.535,-91.03,
51.552,-90.74,
51.568,-90.46,
51.585,-90.21,
51.602,-89.93,
51.618,-89.63,
51.635,-89.34,
51.652,-89.06,
51.668,-88.79,
51.685,-88.55,
51.702,-88.31,
51.718,-88.14,
51.735,-87.96,
51.752,-87.82,
51.768,-87.66,
51.785,-87.54,
51.802,-87.46,
51.818,-87.41,
51.835,-87.38,
51.852,-87.38,
51.868,-87.40,
51.885,-87.42,
51.902,-87.47,
51.919,-87.60,
51.935,-87.73,
51.952,-87.88,
51.969,-88.02,
51.985,-88.22,
52.002,-88.42,
52.019,-88.62,
52.035,-88.87,
52.052,-89.14,
52.069,-89.39,
52.085,-89.70,
52.102,-89.96,
52.119,-90.28,
52.135,-90.58,
52.152,-90.84,
52.169,-91.18,
52.185,-91.43,
52.202,-91.68,
52.219,-91.97,
52.236,-92.26,
52.252,-92.47,
52.269,-92.72,
52.286,-92.95,
52.302,-93.12,
52.319,-93.30,
52.336,-93.46,
52.352,-93.57,
52.369,-93.70,
52.386,-93.76,
52.402,-93.83,
52.419,-93.85,
52.436,-93.85,
52.452,-93.86,
52.469,-93.82,
52.486,-93.76,
52.502,-93.68,
52.519,-93.55,
52.536,-93.39,
52.553,-93.29,
52.569,-93.06,
52.586,-92.89,
52.603,-92.66,
52.619,-92.45,
52.636,-92.19,
52.653,-91.95,
52.669,-91.65,
52.686,-91.39,
52.703,-91.12,
52.719,-90.83,
52.736,-90.57,
52.753,-90.27,
52.769,-89.99,
52.786,-89.71,
52.803,-89.42,
52.819,-89.19,
52.836,-88.90,
52.853,-88.70,
52.869,-88.48,
52.886,-88.30,
52.903,-88.12,
52.920,-87.98,
52.936,-87.85,
52.953,-87.70,
52.970,-87.60,
52.986,-87.55,
53.003,-87.53,
53.020,-87.52,
53.036,-87.52,
53.053,-87.52,
53.070,-87.56,
53.086,-87.66,
53.103,-87.78,
53.120,-87.94,
53.136,-88.09,
53.153,-88.30,
53.170,-88.54,
53.186,-88.74,
53.203,-88.96,
53.220,-89.22,
53.237,-89.46,
53.253,-89.73,
53.270,-90.02,
53.287,-90.29,
53.303,-90.59,
53.320,-90.87,
53.337,-91.15,
53.353,-91.45,
53.370,-91.72,
53.387,-91.94,
53.403,-92.23,
53.420,-92.42,
53.437,-92.65,
53.453,-92.86,
53.470,-93.05,
53.487,-93.24,
53.503,-93.40,
53.520,-93.54,
53.537,-93.63,
53.554,-93.71,
53.570,-93.74,
53.587,-93.74,
53.604,-93.75,
53.620,-93.77,
53.637,-93.74,
53.654,-93.67,
53.670,-93.58,
53.687,-93.49,
53.704,-93.35,
53.720,-93.18,
53.737,-92.99,
53.754,-92.76,
53.770,-92.57,
53.787,-92.34,
53.804,-92.12,
53.820,-91.86,
53.837,-91.60,
53.854,-91.37,
53.870,-91.08,
53.887,-90.81,
53.904,-90.52,
53.921,-90.24,
53.937,-89.97,
53.954,-89.68,
53.971,-89.43,
53.987,-89.19,
54.004,-88.92,
54.021,-88.73,
54.037,-88.50,
54.054,-88.32,
54.071,-88.14,
54.087,-88.01,
54.104,-87.87,
54.121,-87.75,
54.137,-87.66,
54.154,-87.60,
54.171,-87.58,
54.187,-87.57,
54.204,-87.58,
54.221,-87.61,
54.238,-87.66,
54.254,-87.77,
54.271,-87.89,
54.288,-87.99,
54.304,-88.16,
54.321,-88.34,
54.338,-88.55,
54.354,-88.75,
54.371,-88.99,
54.388,-89.23,
54.404,-89.47,
54.421,-89.74,
54.438,-90.02,
54.454,-90.27,
54.471,-90.54,
54.488,-90.82,
54.504,-91.09,
54.521,-91.38,
54.538,-91.66,
54.555,-91.89,
54.571,-92.10,
54.588,-92.35,
54.605,-92.58,
54.621,-92.79,
54.638,-92.98,
54.655,-93.14,
54.671,-93.23,
54.688,-93.40,
54.705,-93.50,
54.721,-93.57,
54.738,-93.64,
54.755,-93.69,
54.771,-93.69,
54.788,-93.68,
54.805,-93.66,
54.821,-93.58,
54.838,-93.49,
54.855,-93.41,
54.871,-93.25,
54.888,-93.14,
54.905,-92.95,
54.922,-92.75,
54.938,-92.53,
54.955,-92.31,
54.972,-92.09,
54.988,-91.84,
55.005,-91.60,
55.022,-91.33,
55.038,-91.03,
55.055,-90.77,
55.072,-90.52,
55.088,-90.26,
55.105,-90.00,
55.122,-89.73,
55.138,-89.50,
55.155,-89.22,
55.172,-88.97,
55.188,-88.76,
55.205,-88.54,
55.222,-88.36,
55.239,-88.18,
55.255,-88.02,
55.272,-87.91,
55.289,-87.83,
55.305,-87.73,
55.322,-87.69,
55.339,-87.66,
55.355,-87.63,
55.372,-87.63,
55.389,-87.68,
55.405,-87.71,
55.422,-87.82,
55.439,-87.93,
55.455,-88.09,
55.472,-88.25,
55.489,-88.39,
55.505,-88.59,
55.522,-88.78,
55.539,-89.00,
55.556,-89.25,
55.572,-89.48,
55.589,-89.74,
55.606,-90.00,
55.622,-90.26,
55.639,-90.56,
55.656,-90.79,
55.672,-91.05,
55.689,-91.32,
55.706,-91.55,
55.722,-91.82,
55.739,-92.04,
55.756,-92.29,
55.772,-92.52,
55.789,-92.72,
55.806,-92.90,
55.822,-93.04,
55.839,-93.22,
55.856,-93.33,
55.872,-93.44,
55.889,-93.50,
55.906,-93.54,
55.923,-93.57,
55.939,-93.59,
55.956,-93.60,
55.973,-93.58,
55.989,-93.55,
56.006,-93.41,
56.023,-93.35,
56.039,-93.18,
56.056,-93.01,
56.073,-92.85,
56.089,-92.69,
56.106,-92.46,
56.123,-92.30,
56.139,-92.12,
56.156,-91.84,
56.173,-91.61,
56.189,-91.34,
56.206,-91.09,
56.223,-90.83,
56.240,-90.57,
56.256,-90.29,
56.273,-90.06,
56.290,-89.79,
56.306,-89.55,
56.323,-89.33,
56.340,-89.08,
56.356,-88.86,
56.373,-88.67,
56.390,-88.49,
56.406,-88.35,
56.423,-88.18,
56.440,-88.03,
56.456,-87.93,
56.473,-87.89,
56.490,-87.84,
56.506,-87.81,
56.523,-87.79,
56.540,-87.80,
56.557,-87.82,
56.573,-87.83,
56.590,-87.94,
56.607,-88.04,
56.623,-88.17,
56.640,-88.29,
56.657,-88.50,
56.673,-88.69,
56.690,-88.88,
56.707,-89.12,
56.723,-89.30,
56.740,-89.55,
56.757,-89.81,
56.773,-90.05,
56.790,-90.30,
56.807,-90.58,
56.823,-90.81,
56.840,-91.07,
56.857,-91.34,
56.873,-91.55,
56.890,-91.77,
56.907,-92.02,
56.924,-92.26,
56.940,-92.42,
56.957,-92.63,
56.974,-92.78,
56.990,-92.95,
57.007,-93.07,
57.024,-93.20,
57.040,-93.31,
57.057,-93.39,
57.074,-93.45,
57.090,-93.49,
57.107,-93.46,
57.124,-93.47,
57.140,-93.45,
57.157,-93.41,
57.174,-93.32,
57.190,-93.23,
57.207,-93.11,
57.224,-92.96,
57.241,-92.82,
57.257,-92.59,
57.274,-92.39,
57.291,-92.17,
57.307,-91.95,
57.324,-91.77,
57.341,-91.51,
57.357,-91.27,
57.374,-91.03,
57.391,-90.77,
57.407,-90.49,
57.424,-90.27,
57.441,-89.99,
57.457,-89.75,
57.474,-89.53,
57.491,-89.29,
57.507,-89.06,
57.524,-88.86,
57.541,-88.68,
57.558,-88.50,
57.574,-88.37,
57.591,-88.20,
57.608,-88.08,
57.624,-88.03,
57.641,-87.95,
57.658,-87.89,
57.674,-87.89,
57.691,-87.87,
57.708,-87.88,
57.724,-87.89,
57.741,-87.92,
57.758,-88.00,
57.774,-88.13,
57.791,-88.26,
57.808,-88.41,
57.824,-88.57,
57.841,-88.74,
57.858,-88.94,
57.874,-89.15,
57.891,-89.35,
57.908,-89.55,
57.925,-89.81,
57.941,-90.05,
57.958,-90.29,
57.975,-90.56,
57.991,-90.80,
58.008,-91.06,
58.025,-91.27,
58.041,-91.55,
58.058,-91.76,
58.075,-92.00,
58.091,-92.21,
58.108,-92.41,
58.125,-92.58,
58.141,-92.77,
58.158,-92.88,
58.175,-93.02,
58.191,-93.16,
58.208,-93.25,
58.225,-93.34,
58.242,-93.37,
58.258,-93.38,
58.275,-93.38,
58.292,-93.38,
58.308,-93.39,
58.325,-93.38,
58.342,-93.26,
58.358,-93.17,
58.375,-93.02,
58.392,-92.89,
58.408,-92.76,
58.425,-92.57,
58.442,-92.36,
58.458,-92.16,
58.475,-91.94,
58.492,-91.75,
58.508,-91.50,
58.525,-91.26,
58.542,-91.00,
58.559,-90.74,
58.575,-90.53,
58.592,-90.27,
58.609,-90.05,
58.625,-89.78,
58.642,-89.58,
58.659,-89.33,
58.675,-89.14,
58.692,-88.91,
58.709,-88.71,
58.725,-88.55,
58.742,-88.37,
58.759,-88.24,
58.775,-88.14,
58.792,-88.04,
58.809,-87.98,
58.825,-87.95,
58.842,-87.92,
58.859,-87.92,
58.875,-87.94,
58.892,-87.96,
58.909,-88.03,
58.926,-88.12,
58.942,-88.22,
58.959,-88.33,
58.976,-88.48,
58.992,-88.64,
59.009,-88.85,
59.026,-89.05,
59.042,-89.24,
59.059,-89.47,
59.076,-89.69,
59.092,-89.90,
59.109,-90.11,
59.126,-90.39,
59.142,-90.61,
59.159,-90.85,
59.176,-91.12,
59.192,-91.34,
59.209,-91.58,
59.226,-91.81,
59.243,-92.02,
59.259,-92.20,
59.276,-92.39,
59.293,-92.57,
59.309,-92.74,
59.326,-92.88,
59.343,-93.00,
59.359,-93.11,
59.376,-93.16,
59.393,-93.24,
59.409,-93.29,
59.426,-93.32,
59.443,-93.33,
59.459,-93.33,
59.476,-93.29,
59.493,-93.25,
59.509,-93.15,
59.526,-93.05,
59.543,-92.93,
59.560,-92.78,
59.576,-92.61,
59.593,-92.44,
59.610,-92.25,
59.626,-92.06,
59.643,-91.86,
59.660,-91.62,
59.676,-91.40,
59.693,-91.17,
59.710,-90.94,
59.726,-90.68,
59.743,-90.42,
59.760,-90.18,
59.776,-89.95,
59.793,-89.73,
59.810,-89.52,
59.826,-89.32,
59.843,-89.08,
59.860,-88.90,
59.876,-88.71,
59.893,-88.57,
59.910,-88.42,
59.927,-88.28,
59.943,-88.17,
59.960,-88.09,
59.977,-88.06,
59.993,-88.00,
60.010,-87.98,
60.027,-87.96,
60.043,-87.97,
60.060,-87.99,
60.077,-88.03,
60.093,-88.12,
60.110,-88.24,
60.127,-88.37,
60.143,-88.52,
60.160,-88.69,
60.177,-88.85,
60.193,-89.05,
60.210,-89.23,
60.227,-89.46,
60.244,-89.69,
60.260,-89.89,
60.277,-90.11,
60.294,-90.37,
60.310,-90.60,
60.327,-90.83,
60.344,-91.08,
60.360,-91.31,
60.377,-91.51,
60.394,-91.74,
60.410,-91.96,
60.427,-92.17,
60.444,-92.36,
60.460,-92.53,
60.477,-92.68,
60.494,-92.86,
60.510,-92.98,
60.527,-93.04,
60.544,-93.15,
60.561,-93.20,
60.577,-93.28,
60.594,-93.26,
60.611,-93.30,
60.627,-93.30,
60.644,-93.25,
60.661,-93.21,
60.677,-93.16,
60.694,-93.01,
60.711,-92.91,
60.727,-92.77,
60.744,-92.63,
60.761,-92.40,
60.777,-92.22,
60.794,-92.03,
60.811,-91.79,
60.827,-91.62,
60.844,-91.39,
60.861,-91.18,
60.877,-90.92,
60.894,-90.69,
60.911,-90.50,
60.928,-90.24,
60.944,-90.01,
60.961,-89.78,
60.978,-89.56,
60.994,-89.39,
61.011,-89.20,
61.028,-89.02,
61.044,-88.86,
61.061,-88.70,
61.078,-88.55,
61.094,-88.44,
61.111,-88.35,
61.128,-88.25,
61.144,-88.19,
61.161,-88.13,
61.178,-88.11,
61.194,-88.12,
61.211,-88.14,
61.228,-88.14,
61.245,-88.23,
61.261,-88.29,
61.278,-88.40,
61.295,-88.53,
61.311,-88.64,
61.328,-88.82,
61.345,-89.01,
61.361,-89.20,
61.378,-89.39,
61.395,-89.58,
61.411,-89.81,
61.428,-90.04,
61.445,-90.27,
61.461,-90.49,
61.478,-90.76,
61.495,-90.93,
61.511,-91.16,
61.528,-91.37,
61.545,-91.61,
61.562,-91.82,
61.578,-92.03,
61.595,-92.21,
61.612,-92.36,
61.628,-92.55,
61.645,-92.70,
61.662,-92.83,
61.678,-92.98,
61.695,-93.06,
61.712,-93.11,
61.728,-93.20,
61.745,-93.22,
61.762,-93.28,
61.778,-93.27,
61.795,-93.27,
61.812,-93.23,
61.828,-93.19,
61.845,-93.07,
61.862,-92.98,
61.878,-92.84,
61.895,-92.74,
61.912,-92.55,
61.929,-92.41,
61.945,-92.22,
61.962,-92.02,
61.979,-91.82,
61.995,-91.61,
62.012,-91.40,
62.029,-91.16,
62.045,-90.92,
62.062,-90.71,
62.079,-90.49,
62.095,-90.27,
62.112,-90.08,
62.129,-89.84,
62.145,-89.62,
62.162,-89.43,
62.179,-89.23,
62.195,-89.05,
62.212,-88.88,
62.229,-88.74,
62.246,-88.60,
62.262,-88.47,
62.279,-88.35,
62.296,-88.29,
62.312,-88.26,
62.329,-88.23,
62.346,-88.19,
62.362,-88.18,
62.379,-88.19,
62.396,-88.19,
62.412,-88.22,
62.429,-88.31,
62.446,-88.41,
62.462,-88.56,
62.479,-88.69,
62.496,-88.84,
62.512,-89.00,
62.529,-89.22,
62.546,-89.42,
62.563,-89.61,
62.579,-89.81,
62.596,-90.03,
62.613,-90.24,
62.629,-90.43,
62.646,-90.66,
62.663,-90.91,
62.679,-91.12,
62.696,-91.32,
62.713,-91.53,
62.729,-91.73,
62.746,-91.95,
62.763,-92.10,
62.779,-92.30,
62.796,-92.45,
62.813,-92.58,
62.829,-92.73,
62.846,-92.81,
62.863,-92.88,
62.879,-93.01,
62.896,-93.09,
62.913,-93.12,
62.930,-93.12,
62.946,-93.11,
62.963,-93.11,
62.980,-93.07,
62.996,-93.04,
63.013,-92.95,
63.030,-92.85,
63.046,-92.77,
63.063,-92.60,
63.080,-92.47,
63.096,-92.34,
63.113,-92.16,
63.130,-91.96,
63.146,-91.76,
63.163,-91.59,
63.180,-91.38,
63.196,-91.18,
63.213,-90.94,
63.230,-90.71,
63.247,-90.48,
63.263,-90.30,
63.280,-90.06,
63.297,-89.85,
63.313,-89.66,
63.330,-89.42,
63.347,-89.25,
63.363,-89.11,
63.380,-88.94,
63.397,-88.77,
63.413,-88.61,
63.430,-88.50,
63.447,-88.41,
63.463,-88.32,
63.480,-88.28,
63.497,-88.24,
63.513,-88.22,
63.530,-88.21,
63.547,-88.22,
63.564,-88.22,
63.580,-88.26,
63.597,-88.37,
63.614,-88.46,
63.630,-88.59,
63.647,-88.73,
63.664,-88.87,
63.680,-89.03,
63.697,-89.23,
63.714,-89.42,
63.730,-89.62,
63.747,-89.81,
63.764,-90.02,
63.780,-90.24,
63.797,-90.43,
