,mass A,
46.734,-91.01,
46.751,-90.70,
46.768,-90.41,
46.784,-90.08,
46.801,-89.75,
46.818,-89.38,
46.835,-89.08,
46.851,-88.74,
46.868,-88.42,
46.885,-88.12,
46.901,-87.87,
46.918,-87.61,
46.935,-87.42,
46.951,-87.22,
46.968,-87.05,
46.985,-86.89,
47.002,-86.76,
47.018,-86.68,
47.035,-86.63,
47.052,-86.64,
47.068,-86.66,
47.085,-86.69,
47.102,-86.80,
47.119,-86.92,
47.135,-87.11,
47.152,-87.30,
47.169,-87.51,
47.185,-87.78,
47.202,-88.00,
47.219,-88.31,
47.236,-88.62,
47.252,-88.97,
47.269,-89.31,
47.286,-89.60,
47.302,-89.90,
47.319,-90.26,
47.336,-90.57,
47.353,-90.87,
47.369,-91.15,
47.386,-91.47,
47.403,-91.73,
47.419,-91.96,
47.436,-92.17,
47.453,-92.41,
47.469,-92.56,
47.486,-92.68,
47.503,-92.78,
47.520,-92.83,
47.536,-92.86,
47.553,-92.84,
47.570,-92.83,
47.586,-92.79,
47.603,-92.71,
47.620,-92.51,
47.637,-92.39,
47.653,-92.13,
47.670,-91.90,
47.687,-91.69,
47.703,-91.44,
47.720,-91.17,
47.737,-90.85,
47.754,-90.53,
47.770,-90.22,
47.787,-89.91,
47.804,-89.58,
47.820,-89.23,
47.837,-88.93,
47.854,-88.62,
47.870,-88.35,
47.887,-88.09,
47.904,-87.83,
47.921,-87.54,
47.937,-87.31,
47.954,-87.14,
47.971,-86.97,
47.987,-86.88,
48.004,-86.80,
48.021,-86.72,
48.038,-86.68,
48.054,-86.69,
48.071,-86.72,
48.088,-86.77,
48.104,-86.88,
48.121,-87.03,
48.138,-87.24,
48.155,-87.43,
48.171,-87.65,
48.188,-87.91,
48.205,-88.23,
48.221,-88.49,
48.238,-88.80,
48.255,-89.09,
48.271,-89.40,
48.288,-89.76,
48.305,-90.05,
48.322,-90.39,
48.338,-90.71,
48.355,-91.01,
48.372,-91.26,
48.388,-91.52,
48.405,-91.78,
48.422,-91.98,
48.439,-92.19,
48.455,-92.38,
48.472,-92.50,
48.489,-92.60,
48.505,-92.66,
48.522,-92.74,
48.539,-92.74,
48.556,-92.74,
48.572,-92.71,
48.589,-92.69,
48.606,-92.54,
48.622,-92.41,
48.639,-92.23,
48.656,-92.07,
48.672,-91.81,
48.689,-91.56,
48.706,-91.28,
48.723,-91.00,
48.739,-90.69,
48.756,-90.38,
48.773,-90.14,
48.789,-89.80,
48.806,-89.47,
48.823,-89.18,
48.840,-88.89,
48.856,-88.64,
48.873,-88.37,
48.890,-88.13,
48.906,-87.89,
48.923,-87.67,
48.940,-87.46,
48.957,-87.28,
48.973,-87.17,
48.990,-87.09,
49.007,-87.01,
49.023,-86.96,
49.040,-86.93,
49.057,-86.92,
49.074,-86.96,
49.090,-87.01,
49.107,-87.14,
49.124,-87.33,
49.140,-87.48,
49.157,-87.67,
49.174,-87.93,
49.190,-88.20,
49.207,-88.49,
49.224,-88.73,
49.241,-89.07,
49.257,-89.33,
49.274,-89.59,
49.291,-89.90,
49.307,-90.22,
49.324,-90.53,
49.341,-90.82,
49.358,-91.07,
49.374,-91.34,
49.391,-91.57,
49.408,-91.79,
49.424,-91.99,
49.441,-92.17,
49.458,-92.35,
49.475,-92.42,
49.491,-92.55,
49.508,-92.59,
49.525,-92.59,
49.541,-92.60,
49.558,-92.57,
49.575,-92.53,
49.591,-92.45,
49.608,-92.32,
49.625,-92.14,
49.642,-91.97,
49.658,-91.79,
49.675,-91.54,
49.692,-91.27,
49.708,-91.03,
49.725,-90.72,
49.742,-90.45,
49.759,-90.17,
49.775,-89.90,
49.792,-89.62,
49.809,-89.31,
49.825,-89.01,
49.842,-88.72,
49.859,-88.44,
49.876,-88.18,
49.892,-87.96,
49.909,-87.73,
49.926,-87.52,
49.942,-87.36,
49.959,-87.21,
49.976,-87.12,
49.992,-87.05,
50.009,-86.96,
50.026,-86.92,
50.043,-86.94,
50.059,-86.97,
50.076,-87.01,
50.093,-87.07,
50.109,-87.23,
50.126,-87.37,
50.143,-87.59,
50.160,-87.79,
50.176,-88.04,
50.193,-88.27,
50.210,-88.52,
50.226,-88.84,
50.243,-89.06,
50.260,-89.35,
50.277,-89.64,
50.293,-89.97,
50.310,-90.26,
50.327,-90.55,
50.343,-90.86,
50.360,-91.07,
50.377,-91.32,
50.393,-91.53,
50.410,-91.76,
50.427,-91.93,
50.444,-92.09,
50.460,-92.21,
50.477,-92.33,
50.494,-92.38,
50.510,-92.43,
50.527,-92.46,
50.544,-92.48,
50.561,-92.45,
50.577,-92.44,
50.594,-92.34,
50.611,-92.16,
50.627,-92.03,
50.644,-91.83,
50.661,-91.57,
50.678,-91.36,
50.694,-91.09,
50.711,-90.83,
50.728,-90.52,
50.744,-90.26,
50.761,-89.95,
50.778,-89.69,
50.794,-89.42,
50.811,-89.12,
50.828,-88.89,
50.845,-88.63,
50.861,-88.39,
50.878,-88.15,
50.895,-87.93,
50.911,-87.75,
50.928,-87.57,
50.945,-87.37,
50.962,-87.26,
50.978,-87.18,
50.995,-87.12,
51.012,-87.09,
51.028,-87.10,
51.045,-87.12,
51.062,-87.15,
51.079,-87.22,
51.095,-87.36,
51.112,-87.53,
51.129,-87.69,
51.145,-87.88,
51.162,-88.11,
51.179,-88.36,
51.196,-88.65,
51.212,-88.88,
51.229,-89.20,
51.246,-89.46,
51.262,-89.76,
51.279,-90.04,
51.296,-90.29,
51.312,-90.56,
51.329,-90.81,
51.346,-91.08,
51.363,-91.31,
51.379,-91.51,
51.396,-91.72,
51.413,-91.93,
51.429,-92.09,
51.446,-92.22,
51.463,-92.32,
51.480,-92.42,
51.496,-92.47,
51.513,-92.50,
51.530,-92.53,
51.546,-92.49,
51.563,-92.47,
51.580,-92.38,
51.597,-92.24,
51.613,-92.09,
51.630,-91.93,
51.647,-91.71,
51.663,-91.53,
51.680,-91.26,
51.697,-91.04,
51.713,-90.75,
51.730,-90.47,
51.747,-90.22,
51.764,-89.94,
51.780,-89.65,
51.797,-89.38,
51.814,-89.13,
51.830,-88.88,
51.847,-88.64,
51.864,-88.40,
51.881,-88.20,
51.897,-87.98,
51.914,-87.77,
51.931,-87.59,
51.947,-87.50,
51.964,-87.36,
51.981,-87.28,
51.998,-87.24,
52.014,-87.18,
52.031,-87.19,
52.048,-87.21,
52.064,-87.27,
52.081,-87.38,
52.098,-87.50,
52.114,-87.66,
52.131,-87.85,
52.148,-88.07,
52.165,-88.27,
52.181,-88.48,
52.198,-88.71,
52.215,-89.00,
52.231,-89.25,
52.248,-89.53,
52.265,-89.79,
52.282,-90.06,
52.298,-90.36,
52.315,-90.59,
52.332,-90.81,
52.348,-91.05,
52.365,-91.28,
52.382,-91.46,
52.399,-91.70,
52.415,-91.87,
52.432,-92.00,
52.449,-92.11,
52.465,-92.18,
52.482,-92.27,
52.499,-92.33,
52.515,-92.32,
52.532,-92.32,
52.549,-92.26,
52.566,-92.21,
52.582,-92.12,
52.599,-91.98,
52.616,-91.83,
52.632,-91.64,
52.649,-91.47,
52.666,-91.24,
52.683,-91.02,
52.699,-90.77,
52.716,-90.49,
52.733,-90.27,
52.749,-89.97,
52.766,-89.71,
52.783,-89.43,
52.800,-89.22,
52.816,-88.92,
52.833,-88.68,
52.850,-88.45,
52.866,-88.21,
52.883,-87.99,
52.900,-87.85,
52.917,-87.69,
52.933,-87.56,
52.950,-87.41,
52.967,-87.36,
52.983,-87.31,
53.000,-87.22,
53.017,-87.22,
53.033,-87.23,
53.050,-87.25,
53.067,-87.31,
53.084,-87.42,
53.100,-87.57,
53.117,-87.68,
53.134,-87.91,
53.150,-88.12,
53.167,-88.39,
53.184,-88.61,
53.201,-88.88,
53.217,-89.18,
53.234,-89.46,
53.251,-89.69,
53.267,-90.00,
53.284,-90.24,
53.301,-90.52,
53.318,-90.75,
53.334,-90.99,
53.351,-91.24,
53.368,-91.43,
53.384,-91.59,
53.401,-91.78,
53.418,-91.94,
53.434,-92.06,
53.451,-92.14,
53.468,-92.20,
53.485,-92.25,
53.501,-92.29,
53.518,-92.30,
53.535,-92.28,
53.551,-92.25,
53.568,-92.16,
53.585,-92.06,
53.602,-91.87,
53.618,-91.70,
53.635,-91.54,
53.652,-91.30,
53.668,-91.07,
53.685,-90.85,
53.702,-90.56,
53.719,-90.33,
53.735,-90.06,
53.752,-89.78,
53.769,-89.51,
53.785,-89.25,
